"address","city","state","zipcode","AUTO_UNIQUE_ID_2019-08-09_cegarza_zillow2","Source","TimeTaken","UpdatedGeocoding","Version","ErrorMessage","TransactionId","naaccrQualCode","naaccrQualType","FeatureMatchingResultType","MatchedLocationType","RegionSizeUnits","InterpolationType","RegionSize","InterpolationSubType","FeatureMatchingGeographyType","MatchScore","FeatureMatchingHierarchy","TieHandlingStrategyType","FeatureMatchingResultTypeTieBreakingNotes","GeocodeQualityType","FeatureMatchingHierarchyNotes","FeatureMatchingResultTypeNotes","FeatureMatchingResultCount","Latitude","Longitude","MatchType"
"1110 Fairway Dr","Mission","TX","78572",73,"USCGeocoder",46.8598,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1871.24220049381","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.220955968027,-98.3088821881721,"Relaxed"
"900 Paradise Cir","Palmview","TX","78572",74,"USCGeocoder",515.6059,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1593.41848434508","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.233787475989,-98.3601383936102,"Relaxed"
"1809 Audrey Dr","Mission","TX","78572",75,"USCGeocoder",109.3787,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","780.434729225934","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1946084208916,-98.2992077046217,"Relaxed"
"2811 Santa Ana","Mission","TX","78572",76,"USCGeocoder",359.3968,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3905.63969326258","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1734562647193,-98.2883990687097,"Exact"
"2802 Santa Lydia St","Mission","TX","78572",77,"USCGeocoder",78.1142,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1730.83764598939","LinearInterpolationAddressRange","StreetSegment","97.0414201183432","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1738790102377,-98.2976890807476,"Relaxed"
"1503 Marla Dr","Palmview","TX","78572",78,"USCGeocoder",140.6248,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","910.303784716874","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2335526965616,-98.3869492602312,"Relaxed"
"1504 Sheri Lee Dr","Mission","TX","78572",79,"USCGeocoder",62.4977,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1128.78507057577","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.220449908803,-98.3016265600107,"Relaxed"
"3503 San Benito St","Mission","TX","78572",80,"USCGeocoder",124.9385,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","594.745676241815","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1685522220015,-98.293889679012,"Relaxed"
"3302 Santa Erica St","Mission","TX","78572",81,"USCGeocoder",125.0051,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","994.528869450092","ArealInterpolationGeometricCentroid","Parcel","90.6745562130178","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1686733903961,-98.292426671935,"Relaxed;Soundex"
"4103 Santa Fe St","Mission","TX","78572",82,"USCGeocoder",203.2704,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","464.422228962183","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1618556389691,-98.2981648257931,"Relaxed"
"2008 Turtle Ln","Mission","TX","78572",83,"USCGeocoder",218.6284,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1962.08660822528","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2219341264753,-98.2915391102881,"Exact"
"2911 San Roman St","Mission","TX","78572",84,"USCGeocoder",187.5159,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","693.57428851258","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1690950360574,-98.2996640773212,"Relaxed"
"3102 Santa Lydia St","Mission","TX","78572",85,"USCGeocoder",140.6495,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1001.92607408203","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1716963538556,-98.2976708105472,"Relaxed"
"2420 E Sycamore Ave","Mission","TX","78572",86,"USCGeocoder",124.9714,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1936.96442824526","LinearInterpolationAddressRange","StreetSegment","92.0118343195266","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2267171313689,-98.2825046479808,"Relaxed"
"4002 Santa Olivia St","Mission","TX","78572",87,"USCGeocoder",203.1257,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","620.066080138087","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1632258479827,-98.3016977700806,"Relaxed"
"7614 Wagon Trail Dr","Mission","TX","78572",88,"USCGeocoder",218.7805,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","5927.95394039789","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2341819677507,-98.4124415454716,"Exact"
"3303 San Rafael St","Mission","TX","78572",89,"USCGeocoder",171.8743,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","613.208630636334","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1588096465072,-98.2977683360908,"Relaxed"
"1903 Selena St","Mission","TX","0",90,"USCGeocoder",1500.091,1,"4.1","","","11","CityCentroid","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","88211552.4836518","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","2",26.2032950563928,-98.3228200239933,"Relaxed;Soundex"
"4101 Palmetto Drive","Mission","TX","78572",91,"USCGeocoder",281.1197,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","204351411.063355","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.2280628113049,-98.3767135906025,"Relaxed;Soundex"
"1101 Fincher St","Mission","TX","78572",92,"USCGeocoder",468.7455,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","4270.24378391908","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2240532060376,-98.3383047512249,"Exact"
"3626 Beatty St","Mission","TX","78572",93,"USCGeocoder",281.2431,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","204351411.063355","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.2280628113049,-98.3767135906025,"Relaxed;Soundex"
"3008 Santa Lorena","Mission","TX","78572",94,"USCGeocoder",62.5271,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3610.72968364428","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1722499447498,-98.2902883787977,"Exact"
"1403 Barcelona St","Mission","TX","78572",95,"USCGeocoder",203.1261,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1128.75386174023","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2203425414878,-98.3035881973506,"Relaxed"
"2600 Solera","Mission","TX","78572",96,"USCGeocoder",140.6197,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","9664.55551043153","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1764837014511,-98.2952942860675,"Relaxed"
"2702 San Diego","Mission","TX","78572",97,"USCGeocoder",453.1209,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","966.158401876688","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.17493040467,-98.3012426540127,"Relaxed"
"2800 Brock St","Mission","TX","78572",98,"USCGeocoder",406.2202,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","204351411.063355","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.2280628113049,-98.3767135906025,"Relaxed;Soundex"
"1808 Lauren Ln","Mission","TX","78572",99,"USCGeocoder",203.1266,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","4555.7679079035","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2196144874338,-98.2948188286137,"Exact"
"3600 Florencia Ct","Mission","TX","78572",100,"USCGeocoder",218.7349,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1283.8130539135","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1709836967119,-98.2916658068808,"Exact"
"2509 Redstone Dr","Mission","TX","78572",101,"USCGeocoder",1046.8579,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1766.07691092941","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2036114626812,-98.2823709521636,"Exact"
"1601 E Gastel Cir","Mission","TX","78572",102,"USCGeocoder",203.127,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1466.15730837648","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2218487797482,-98.3049963288145,"Exact"
"3905 El Jardin","Mission","TX","78572",103,"USCGeocoder",265.6254,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1023.89962758124","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1710448927481,-98.2887130552078,"Relaxed"
"1308 San Felipe Dr","Mission","TX","78572",104,"USCGeocoder",234.3775,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1219.31519812159","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2171655487913,-98.3053948766776,"Relaxed"
"1008 Comanche St","Mission","TX","0",105,"USCGeocoder",1250.0006,1,"4.1","","","11","CityCentroid","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","88211552.4836518","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","2",26.2032950563928,-98.3228200239933,"Relaxed;Soundex"
"2316 Antigua Dr","Mission","TX","0",106,"USCGeocoder",812.5048,1,"4.1","","","11","CityCentroid","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","88211552.4836518","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","2",26.2032950563928,-98.3228200239933,"Relaxed;Soundex"
"2509 Sequoia Dr","Mission","TX","78572",107,"USCGeocoder",140.6295,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","940.666679218411","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2168565927099,-98.2788691017656,"Relaxed"
"516 Virgo St","Mission","TX","78572",108,"USCGeocoder",499.9993,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",26.2076567,-98.3006287,"Exact"
"2705 Brock St","Mission","TX","78572",109,"USCGeocoder",406.2483,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","204351411.063355","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.2280628113049,-98.3767135906025,"Relaxed;Soundex"
"509 Venus St","Mission","TX","78572",110,"USCGeocoder",78.1306,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3155.67071103872","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2074857625085,-98.3035641657897,"Exact"
"611 S Mina De Oro St","Mission","TX","78572",111,"USCGeocoder",140.6261,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","8309.44793259265","LinearInterpolationAddressRange","StreetSegment","97.9289940828402","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2063433228805,-98.360773442965,"Relaxed"
"2312 Red River Dr","Mission","TX","78572",112,"USCGeocoder",31.2453,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1003.68705528975","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1851570256219,-98.2971760751656,"Relaxed"
"2406 San Alejandro","Mission","TX","78572",113,"USCGeocoder",46.8999,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2315.47787178191","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1753543505143,-98.3039124182418,"Exact"
"413 Sagittarius St","Mission","TX","78572",114,"USCGeocoder",140.7177,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3982.34139308368","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2058690776464,-98.3066520743468,"Exact"
"603 S Rancho Del Rey St","Mission","TX","78572",115,"USCGeocoder",906.2489,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","204351411.063355","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.2280628113049,-98.3767135906025,"Relaxed;Soundex"
"1503 Viejo Ln","Mission","TX","78572",116,"USCGeocoder",109.3784,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","904.514913491905","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1887059470985,-98.3112532529716,"Relaxed"
"3505 Santa Sofia Ct","Mission","TX","78572",117,"USCGeocoder",171.8813,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","727.665143609047","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1669878479585,-98.2936439857927,"Relaxed"
"2806 Santa Susana St","Mission","TX","78572",118,"USCGeocoder",46.929,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1122.33779601008","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1744707795268,-98.2986717298752,"Relaxed"
"2404 San Alejandro","Mission","TX","78572",119,"USCGeocoder",78.2604,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3390.22495642849","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1763400751101,-98.3049110948696,"Exact"
"1401 Viejo Ln","Mission","TX","78572",120,"USCGeocoder",124.9807,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","929.635476395488","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1900445740786,-98.3110267134418,"Relaxed"
"1104 Glenwood Ave","Mission","TX","78572",121,"USCGeocoder",749.9682,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","204351411.063355","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.2280628113049,-98.3767135906025,"Relaxed;Soundex"
"7730 Villa Rama South St","Mission","TX","78572",122,"USCGeocoder",250.0182,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","204351411.063355","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.2280628113049,-98.3767135906025,"Relaxed;Soundex"
