Artist,Song,cluster id,confidence
squid the whale,the greatest way,,
st. lucia,before the dive,,
st. lucia,elevate,,
stacy barthe,flawed beautiful creatures - summer version,,
stages and stereos,small town favorites,,
starbomb,its dangerous to go alone,,
starfucker,rawnald gregory erickson the second,,
starfucker,girls just want to have fun,,
starfucker,malmo,,
starfucker,while im alive,,
stars,no one is lost,,
starship,we built this city,,
starting six,this aint water - explicit,,
stealers wheel,stuck in the middle with you,,
stefano,im on a roll (feat. new boyz rock mafia),,
stellar kart,procrastinating,,
stepdad,wolf slaying as a hobby,,
stephen jerzak,she said,,
stephen jerzak,pretty pretty girl,,
stephon alexander rioux,dance of the illusion,,
steppenwolf,magic carpet ride,,
stereo dub,safe and sound,,
stereo skyline,unglued,,
stereo skyline,man i think i love her,,
stereos,summer girl,,
steve acho,hey soul sister (acoustic),,
steve aoki,just hold on,,
steve jablonsky,epilogue,,
steve jablonsky,full circle,,
steve jablonsky,buckle up,,
steve jablonsky,optimus,,
steve jablonsky,lone survivor,,
steve jablonsky,im not ready to die,,
steve jablonsky,unexpected changes,,
steve jablonsky,finale,,
steve jablonsky,if they can ride em,,
steve jablonsky,loss of a leader,,
steve jablonsky,hold them off,,
steve miller band,jet airliner - 2003 digital remaster,,
steve miller band,rockn me - alternate version 2,245.0,0.9511535763740541
steve miller band,the joker,,
steve miller band,take the money and run,,
steve miller band,rockn me,245.0,0.9511535763740541
steve ouimette,the devil went down to georgia,,
steve vaus,carrie,,
stevie ray vaughan,pride and joy,,
stevie wonder,isnt she lovely,,
stevie wonder,uptight (everythings alright),,
stevie wonder,superstition - single version,246.0,0.9608010649681092
stevie wonder,for once in my life,,
stevie wonder,superstition,246.0,0.9608010649681092
stevie wonder,signed sealed delivered (im yours),,
stone sour,through glass,,
stone temple pilots,sex type thing,247.0,0.9645058828545608
stone temple pilots,shes my queen,,
stone temple pilots,trippin on a hole in a paper heart,,
stone temple pilots,fare thee well,,
stone temple pilots,sex type thing - 2017 remaster,247.0,0.5994391234160086
stone temple pilots,roll me under,,
stone temple pilots,interstate love song,,
stone temple pilots,sex type thing - remastered,247.0,0.5995229166034123
stone temple pilots,vasoline,,
stormzy,own it (feat. ed sheeran burna boy) - joel corry remix,,
story of the year,sidewalks - live,248.0,0.9647856950759888
story of the year,until the day i die,,
story of the year,page avenue - live,,
story of the year,dive right in - live,,
story of the year,anthem of our dying day - live,,
story of the year,sidewalks,248.0,0.9647856950759888
story of the year,falling down - live,,
strange talk,eskimo boy,,
strange talk,morning sun - dillon francis remix,249.0,0.8312765955924988
strange talk,morning sun (dillon francis remix),249.0,0.8312765955924988
strange talk,cast away,,
strange talk,climbing walls,,
stray cats,rock this town - single edit1999 digital remaster,,
straylight run,existentialism on prom night,,
street drum corps,knock me out,,
striking matches,hanging on a lie,,
string tribute players,all these thing i hate (revolve around me),,
string tribute players,fine again,,
stroke 9,kick some ass,,
stromae,alors on danse,,
strung out,bark at the moon,,
studio killers,in tokyo,,
sturgill simpson,in bloom,,
stutterfly,formula of flesh,,
stutterfly,fire whispers,,
styx,come sail away,,
styx,mr. roboto,,
styx,renegade,,
sublime,santeria,,
sublime,what i got,,
sublime,date rape,,
submersed,hollow,,
submersed,rewind,,
submersed,an artist prayer,,
sufjan stevens,a little lost,,
sugar ray,every morning - remastered,,
sugar ray,abracadabra,,
sugar ray,when its over - remastered,,
sugarbomb,hello,,
sugarcult,bouncing off the walls,,
sugarcult,los angeles,,
sugarcult,memory,,
suicide silence,you only live once,,
sum 41,still waiting,,
sum 41,fat lip,,
sum 41,in too deep,,
sum 41,skumfuk,,
sum 41,the hell song,,
sundara karma,loveblood - ep version,250.0,0.9591995477676392
sundara karma,loveblood,250.0,0.9591995477676392
superchick,its on,,
supertramp,goodbye stranger - remastered version/2010,,
supertramp,goodbye stranger - 2010 remastered,,
survivor,eye of the tiger,,
suvi,find you,,
swedish house mafia ft. carly rae jepsen,call me greyhound (kap slap bootleg),,
sweet,ballroom blitz,,
sweet,fox on the run,,
swing republic,crazy in love - electro swing version,,
swing republic,crazy in love - radio edit,,
swing republic,peas and rice,,
swingrowers,pump up the jam,,
switchfoot,meant to live - acoustic version,251.0,0.9607827067375184
switchfoot,stars,,
switchfoot,oh gravity.,,
switchfoot,mess of me,,
switchfoot,meant to live,251.0,0.9607827067375184
system of a down,chop suey,,
system of a down,b.y.o.b.,,
system of a down,toxicity,,
t-pain,buy u a drank (shawty snappin),,
t-pain,dan bilzerian,,
t-pain,bartender,,
t.i.,paperwork,,
t.i.,live your life (feat. rihanna),252.0,0.7844268083572388
t.i.,live your life - feat. rihanna,252.0,0.7844268083572388
tat,road to paradise,,
the grtns,greatness,,
tlc,waterfalls,,
tv on the radio,dancing choose,,
tv on the radio,wolf like me,,
tv on the radio,careful you,,
taio cruz,break your heart,,
take the crown,somewhere waiting,,
taken by trees,sweet child o mine,,
taking back sunday,cute without the e (cut from the team),253.0,0.9795191287994384
taking back sunday,liar (it takes one to know one),,
taking back sunday,makedamnsure,,
taking back sunday,cute without the e (cut from the team),253.0,0.9795191287994384
taking back sunday,a decade under the influence,,
tal bachman,shes so high,,
talking heads,psycho killer - 2005 remastered version,,
talking heads,burning down the house (45 version),,
tally hall,greener,,
tally hall,hidden in the sand,,
tally hall,turn the lights off,,
tame impala,the less i know the better,,
tame impala,elephant,,
tanlines,brothers,,
tanlines,all of me,,
tape five,dixie biscuit,,
tape five,geraldines routine,,
taylor swift,haunted - acoustic version,254.0,0.9712624549865724
taylor swift,out of the woods,,
taylor swift,treacherous,255.0,0.9545173645019532
taylor swift,i wish you would,,
taylor swift,mine,,
taylor swift,haunted - acoustic,254.0,0.9712624549865724
taylor swift,the last time,,
taylor swift,beautiful ghosts - from the motion picture cats,,
taylor swift,wonderland,,
taylor swift,this is why we cant have nice things,256.0,0.9795191287994384
taylor swift,back to december - acoustic version,257.0,0.9636428356170654
taylor swift,shake it off,,
taylor swift,the archer,,
taylor swift,gorgeous,,
taylor swift,i forgot that you existed,,
taylor swift,state of grace,,
taylor swift,mine - pop mix,,
taylor swift,superman,,
taylor swift,the man,,
taylor swift,i knew you were trouble (the 1989 world tour),258.0,0.9464104771614076
taylor swift,we are never ever getting back together,259.0,0.9714216589927672
taylor swift,mine - live/2011,,
taylor swift,the story of us,260.0,0.9662874341011048
taylor swift,mean,,
taylor swift,fearless,,
taylor swift,september - recorded at the tracking room nashville,,
taylor swift,lover,,
taylor swift,you belong with me,,
taylor swift,miss americana the heartbreak prince,,
taylor swift,white horse,,
taylor swift,the way i loved you,,
taylor swift,...ready for it,261.0,0.8759335875511169
taylor swift,red - original demo recording,,
taylor swift,holy ground,,
taylor swift,sparks fly,262.0,0.9616434574127196
taylor swift,the best day,,
taylor swift,enchanted,,
taylor swift,death by a thousand cuts,,
taylor swift,cornelia street,,
taylor swift,tim mcgraw,,
taylor swift,cruel summer,,
taylor swift,afterglow,,
taylor swift,love story,263.0,0.9567157030105592
taylor swift,everything has changed,,
taylor swift,sparks fly - live/2011,262.0,0.9616434574127196
taylor swift,begin again,,
taylor swift,delicate,,
taylor swift,false god,,
taylor swift,i did something bad,,
taylor swift,love story - us album version,263.0,0.9567157030105592
taylor swift,king of my heart,,
taylor swift,soon youll get better (feat. dixie chicks),,
taylor swift,all you had to do was stay,,
taylor swift,superstar,,
taylor swift,london boy,,
taylor swift,lover (remix) feat. shawn mendes,,
taylor swift,i know places,,
taylor swift,i think he knows,,
taylor swift,teardrops on my guitar - radio single remix,264.0,0.96652752161026
taylor swift,wildest dreams,,
taylor swift,paper rings,,
taylor swift,new romantics (the 1989 world tour),265.0,0.9591522216796876
taylor swift,never grow up,,
taylor swift,our song - instrumental w/ bg vocals,,
taylor swift,22,,
taylor swift,fifteen,,
taylor swift,style,,
taylor swift,ours - live/2011,,
taylor swift,new romantics,265.0,0.9591522216796876
taylor swift,end game,,
taylor swift,back to december,257.0,0.9636428356170654
taylor swift,teardrops on my guitar,264.0,0.96652752161026
taylor swift,you need to calm down,,
taylor swift,untouchable,,
taylor swift,this is why we cant have nice things,256.0,0.9795191287994384
taylor swift,red,,
taylor swift,new years day,266.0,0.9795191287994384
taylor swift,crazier,,
taylor swift,me (feat. brendon urie of panic at the disco),,
taylor swift,so it goes...,,
taylor swift,lover - first dance remix,,
taylor swift,dress,,
taylor swift,dont blame me,267.0,0.9795191287994384
taylor swift,only the young - featured in miss americana,,
taylor swift,how you get the girl,,
taylor swift,picture to burn,,
taylor swift,you are in love,,
taylor swift,dancing with our hands tied,,
taylor swift,i knew you were trouble.,258.0,0.9464104771614076
taylor swift,style (the 1989 world tour),,
taylor swift,the story of us - us version,260.0,0.9662874341011048
taylor swift,clean,,
taylor swift,call it what you want,,
taylor swift,welcome to new york,,
taylor swift,i almost do,,
taylor swift,if this was a movie,,
taylor swift,sad beautiful tragic,,
taylor swift,last kiss - live/2011,,
taylor swift,new years day,266.0,0.9795191287994384
taylor swift,stay stay stay,,
taylor swift,dont blame me,267.0,0.9795191287994384
taylor swift,treacherous - original demo recording,255.0,0.9545173645019532
taylor swift,we are never ever getting back together (the 1989 world tour),259.0,0.9714216589927672
taylor swift,... ready for it,261.0,0.8759335875511169
taylor swift,forever always,,
teammate,goldmine,,
tear da club up thugs,slob on my nob,,
tears for fears,everybody wants to rule the world,,
tears for fears,head over heels - dave bascombe 7 n.mix,,
tears for fears,shout,,
tech n9ne,speedom (wwc2),,
technotronic,pump up the jam,,
tennis,never work for free,,
tennis,origins,,
tensnake,feel of love - radio edit,,
tep no,the last ones standing,,
testament,souls of black,,
thao the get down stay down,holy roller,,
that handsome devil,viva discordia,,
that handsome devil,elephant bones,,
the 1975,chocolate,,
the 2 bears,not this time,,
the academy is...,about a girl,,
the academy is...,almost here,,
the academy is...,season,,
the academy is...,summer hair forever young,,
the academy is...,the phrase that pays,,
the academy is...,rumored nights,,
the academy is...,lax to ohare,,
the afters,myspace girl,,
the afters,moments like this,,
the agony scene,paint it black (agony scene) - the agony scene album version,268.0,0.9511535763740541
the agony scene,paint it black,268.0,0.9511535763740541
the album leaf,another day (revised),,
the album leaf,twentytwofourteen,,
the album leaf,the light,,
the album leaf,a day in the life,,
the all-american rejects,kids in the street,,
the all-american rejects,fallin apart,,
the all-american rejects,gives you hell,,
the all-american rejects,mona lisa (when the world comes down),,
the all-american rejects,swing swing,,
the all-american rejects,dirty little secret,,
the all-american rejects,stab my back,,
the all-american rejects,move along,,
the all-american rejects,it ends tonight,,
the all-american rejects,another heart calls,,
the all-american rejects,top of the world,,
the almost,say this sooner,,
the american dollar,signaling through the flames,,
the american dollar,peterson (the american dollar),,
the american dollar,anything you synthesize - ambient,,
the archies,sugar sugar,,
the ataris,the boys of summer,,
the ataris,so long astoria,,
the ataris,in this diary,,
the audition,basbhat,,
the audition,the ultimate cover up,,
the audition,my temperatures rising,,
the audition,its gonna be hard,,
the automatic,monster - us album version,,
the automatic,on the campaign trail - us album version,,
the automatic,thats what she said,,
the b-52s,love shack,,
the band perry,if i die young,,
the bangles,manic monday,,
the bangles,walk like an egyptian,269.0,0.9687517881393432
the bangles,walk like an egyptian - album/single,269.0,0.9687517881393432
the barr brothers,valhallas,,
the beach boys,good vibrations - 2001 - remaster,,
the beach boys,wouldnt it be nice - 1999 - remaster,,
the beatards,get lite,,
the beatles,twist and shout - remastered 2009,270.0,0.9754799008369446
the beatles,octopuss garden - remastered 2009,,
the beatles,love me do - remastered 2009,271.0,0.9746013283729552
the beatles,yesterday - remastered 2009,272.0,0.9743778705596924
the beatles,i am the walrus - remastered 2009,273.0,0.9633328914642334
the beatles,ticket to ride - remastered 2009,274.0,0.9682019741005372
the beatles,hey jude,275.0,0.955657124519348
the beatles,i want to hold your hand - remastered 2015,,
the beatles,hey jude - love version,275.0,0.955657124519348
the beatles,here comes the sun - remastered 2009,276.0,0.9702958569701756
the beatles,while my guitar gently weeps - remastered,277.0,0.9767622351646424
the beatles,yesterday - remastered,272.0,0.9743778705596924
the beatles,come together - remastered 2009,278.0,0.9675220411562758
the beatles,ticket to ride - remastered,274.0,0.9699890756985908
the beatles,come together,278.0,0.9629131820181837
the beatles,she came in through the bathroom window,,
the beatles,golden slumbers,,
the beatles,ticket to ride,274.0,0.9639005581523196
the beatles,here comes the sun,276.0,0.9669152460723748
the beatles,twist and shout - remastered,270.0,0.9754799008369446
the beatles,come together - remastered,278.0,0.9693863007825412
the beatles,here comes the sun - remastered,276.0,0.9718137700619164
the beatles,while my guitar gently weeps - remastered 2009,277.0,0.9767622351646424
the beatles,i am the walrus,273.0,0.9633328914642334
the beatles,a hard days night - remastered,,
the beatles,love me do - remastered,271.0,0.9746013283729552
the big bopper,chantilly lace,,
the black crowes,hard to handle,,
the black dahlia murder,statutory ape,,
the black dahlia murder,necropolis,,
the black dahlia murder,moonlight equilibrium,,
the black eyed peas,ritmo (bad boys for life),,
the black ghosts,full moon,,
the black keys,tighten up,,
the black keys,everlasting light,,
the black keys,youre the one,,
the black keys,lonely boy,,
the black keys,set you free,,
the black keys,gold on the ceiling,,
the brobecks,small cuts,,
the buggles,video killed the radio star,,
the buzzhorn,rhino,,
the cab,intoxicated,,
the cab,disturbia (rihanna cover),,
the cab,angel with a shotgun,,
the cab,animal,,
the cab,ill run,,
the cab,bounce,,
the cab,i am who i am feat. eloquent,,
the cab,bad,,
the cab,one of those nights,,
the cars,you might think,,
the cars,just what i needed,,
the cataracs,top of the world,,
the cataracs,all you,,
the cataracs,undercover,,
the chainsmokers,until you were gone - boehm remix,,
the chainsmokers,kanye - louis the child remix,,
the chainsmokers,selfie,,
the chainsmokers,family,,
the chainsmokers,paris,,
the chainsmokers,dont let me down,,
the chiffons,one fine day,,
the chords,sh-boom - single version,,
the clash,rock the casbah - remastered,,
the clash,should i stay or should i go - remastered,279.0,0.9720369577407836
the clash,train in vain - remastered,,
the clash,should i stay or should i go,279.0,0.9720369577407836
the classic crime,the coldest heart,,
the click five,pop princess,,
the click five,angel to you (devil to me),,
the click five,good day,,
the click five,just the girl,,
the click five,catch your wave,,
the clovers,love potion no. 9 - remastered / single version,,
the coasters,down in mexico,,
the coasters,yakety yak,,
the color and sound,graves,,
the colourist,oh goodbye,,
the colourist,what can i say,,
the colourist,say you need me,,
the colourist,wishing wells,,
the colourist,we wont go home,,
the confession,time is gone,,
the corrs,everybody hurts - mtv unplugged version,,
the cranberries,linger,,
the crickets,maybe baby,,
the cure,just like heaven,,
the dangerous summer,where i want to be,,
the dangerous summer,the permanent rain,,
the darkness,i believe in a thing called love,,
the deans list,light up the sky (feat. dani ummel),,
the deans list,hollywood,,
the deans list,ill be okay,,
the deans list,burn it all,,
the death set,negative thinking,,
the decemberists,the legionnaires lament,,
the dirty heads,my sweet summer,,
the dirty heads,sound of change,,
the donnas,take it off,,
the doobie brothers,listen to the music - with blake shelton and hunter hayes on guitar,,
the doors,break on through (to the other side),,
the downtown fiction,freak,,
the downtown fiction,i just wanna run,,
the downtown fiction,thanks for nothing,,
the drifters,under the boardwalk,,
the echelon effect,branches and constellations,,
the echelon effect,as the lights fade away,,
the echelon effect,monterey,,
the electric swing circus,everybody wants to be a cat,,
the evolved,the charr triumphant (from guild wars 2),,
the exies,normal,,
the exies,once in a lifetime,,
the exies,my ordinary world,,
the fall of troy,f.c.p.r.e.m.i.x.,,
the features,two hearts,,
the flaming lips,do you realize,,
the format,she doesnt get it,,
the foundations,build me up buttercup,280.0,0.9692423343658448
the foundations,build me up buttercup (re-recorded),280.0,0.9692423343658448
the four tops,i cant help myself (sugar pie honey bunch),,
the fratellis,for the girl,,
the fratellis,henrietta,,
the fratellis,mistress mabel,,
the fratellis,medusa in chains,,
the fratellis,chelsea dagger,,
the fratellis,starcrossed losers,,
the fray,how to save a life,,
the freshman,hello there - street,,
the friday night boys,stuttering,,
the gaslight anthem,howl,,
the gaslight anthem,stay vicious,,
the gaslight anthem,45,,
the gaslight anthem,1000 years,,
the go-gos,we got the beat - 2011 - remaster,,
the go-gos,we got the beat - single mix,,
the go-gos,vacation,,
the grand gestures,the world will break your heart,,
the griswolds,down and out,,
the higher,its only natural,,
the hit co.,september 99 (phats small remix),,
the hives,two-timing touch and broken bones,,
the hives,tick tick boom,,
the hives,hate to say i told you so,,
the hot sardines,when i get low i get high,,
the hunna,you me,,
the hunts,remember us,,
the hush sound,we intertwined,,
the hush sound,unsafe safe,,
the hush sound,honey,,
the hush sound,wine red - tommie sunshines brooklyn fire retouch,,
the hush sound,molasses,,
the icarus account,sunshine and rain,,
the interrupters,family (feat. tim armstrong),,
the isley brothers,shout pts. 1 2,,
the j. geils band,freeze-frame,,
the j. geils band,centerfold,,
the jackson 5,santa claus is coming to town,,
the jackson 5,i want you back,,
the jackson 5,abc,,
the jacksons,blame it on the boogie,,
the joy formidable,whirring,,
the karaoke hit machine,bitches and bottles (lets get it started) karaoke version,,
the keep,snakebite,,
the killers,here with me,,
the killers,be still,,
the killers,just another girl,,
the killers,the way it was,,
the killers,mr. brightside,,
the killers,somebody told me,,
the killers,spaceman,,
the killers,all these things that ive done,,
the killers,runaways,,
the killers,when you were young,,
the killers,mona lisas and mad hatters,,
the killers,read my mind,,
the kills,pull a u,,
the kingsmen,louie louie,,
the kinks,a well respected man,,
the knack,my sharona,,
the knocks,ride or die (feat. foster the people),,
the knocks,classic (feat. fetty wap powers ),,
the knocks,dancing with the dj,,
the knux,bang bang,,
the knux,run,,
the kooks,initials for gainsbourg,,
the kooks,seaside,,
the kooks,no pressure,,
the kooks,fractured and dazed,,
the kooks,swing low,,
the kooks,pumped up kicks - bbc live version,,
the kooks,believe,,
the kooks,four leaf clover,,
the kooks,naive,,
the kooks,forgive forget,,
the kooks,she moves in her own way,,
the kooks,picture frame,,
the kooks,kids,,
the last dinosaur,every second is a second chance,,
the last shadow puppets,used to be my girl,,
the last sleepless city,let it go,,
the libertines,time for heroes,,
the lighthouse and the whaler,pioneers,,
the limousines,internet killed the video star,,
the living end,prisoner of society,,
the lonely island,like a boss,,
the lonely island,im on a boat,,
the lonely island,yolo,,
the lumineers,ho hey,,
the lumineers,ophelia,,
the lumineers,slow it down,,
the madden brothers,out of my mind,,
the magic orchestra,ash and smoke,,
the magic orchestra,the white tree - from the lord of the rings,,
the main drag,a jagged gorgeous winter,,
the maine,the way we talk,,
the maine,everything i ask for,,
the maine,inside of you,,
the maine,right girl,,
the maine,into your arms,,
the mars volta,the widow,,
the mars volta,inertiatic esp,,
the marvelettes,please mr. postman,,
the maze,on your own,,
the medic droid,fer sure - 2008 version,281.0,0.955657124519348
the medic droid,fer sure,281.0,0.955657124519348
the medic droid,its about love,,
the mighty mighty bosstones,the impression that i get,,
the mighty mighty bosstones,whered you go,,
the monkees,daydream believer,,
the monkees,im a believer,,
the monotones,the book of love,,
the monthly trades,melt with you,,
the mooney suzuki,alive amplified,,
the morning light,clouds,,
the mowglis,san francisco,,
the muffs,kids in america,,
the naked and famous,young blood,,
the naked and famous,punching in a dream,,
the naked and famous,girls like you,,
the national,born to beg,,
the national,the system only dreams in total darkness,,
the national,i need my girl,,
the national,empire line,,
the national,dont swallow the cap,,
the national,i should live in salt,,
the national,exile vilify,,
the neighbourhood,sweater weather,282.0,0.954708218574524
the neighbourhood,sweater weather - spotify sessions curated by jim eno,282.0,0.954708218574524
the neighbourhood,afraid,,
the new basement tapes,spanish mary,,
the new morty show,knockin at your door,,
the new pornographers,war on the east coast,,
the new pornographers,the electric version,,
the notorious b.i.g.,one more chance,,
the notorious b.i.g.,hypnotize - 2007 remaster,283.0,0.9569396377877498
the notorious b.i.g.,mo money mo problems,284.0,0.9677743315820742
the notorious b.i.g.,hypnotize - explicit album version,,
the notorious b.i.g.,mo money mo problems (feat. mase puff daddy),,
the notorious b.i.g.,hypnotize,283.0,0.9569396377877498
the notorious b.i.g.,mo money mo problems - 2005 remaster,284.0,0.9677743315820742
the ojays,love train,,
the offspring,the kids arent alright,,
the offspring,youre gonna go far kid,,
the offspring,pretty fly (for a white guy),,
the offspring,days go by,,
the offspring,trust in you,,
the offspring,hammerhead,,
the offspring,kristy are you doing okay,,
the offspring,why dont you get a job,,
the original chin chins,hey mickey youre so fine,,
the orwells,who needs you,,
the outfield,your love,,
the outlaws,green grass high tides - remastered,285.0,0.5747718811035156
the outlaws,green grass high tides (live),285.0,0.5747718811035156
the outline,shotgun,,
the panic channel,why cry,,
the parlor mob,into the sun,,
the parlor mob,cant keep no good boy down,,
the pass,halo,,
the pink spiders,modern swinger,,
the pointer sisters,im so excited,,
the police,every little thing she does is magic - 2003 stereo remastered version,286.0,0.7428166150083193
the police,every little thing she does is magic,286.0,0.9698069711628998
the police,every little thing she does is magic - remastered 2003,286.0,0.7430675839870149
the police,message in a bottle,287.0,0.9599909782409668
the police,dont stand so close to me,,
the police,message in a bottle - 2003 stereo remastered version,287.0,0.9599909782409668
the polish ambassador,shine bright,,
the postal service,such great heights - remastered,,
the postal service,suddenly everything has changed (remastered),,
the postal service,sleeping in - remastered,288.0,0.962260127067566
the postal service,clark gable - remastered,289.0,0.962260127067566
the postal service,we will become silhouettes - remastered,290.0,0.9714983105659484
the postal service,nothing better,,
the postal service,sleeping in,288.0,0.962260127067566
the postal service,we will become silhouettes,290.0,0.9714983105659484
the postal service,clark gable,289.0,0.962260127067566
the postelles,stella,,
the preatures,is this how you feel,,
the preatures,cruel,,
the presets,no fun,,
the presidents of the united states of america,peaches,,
the presidents of the united states of america,lump,,
the pretty reckless,heaven knows,,
the proclaimers,im gonna be (500 miles),,
the raconteurs,steady as she goes,,
the raspberries,go all the way,,
the ready set,upsets and downfalls,,
the ready set,give me your hand best song ever,291.0,0.9468739628791808
the ready set,more than alive,,
the ready set,love like woe,,
the ready set,give me your hand (best song ever),291.0,0.9468739628791808
the ready set,killer,,
the ready set,stays four the same,,
the ready set,back to back,,
the red jumpsuit apparatus,cat and mouse,,
the red jumpsuit apparatus,face down,,
the red jumpsuit apparatus,damn regret,,
the red jumpsuit apparatus,false pretense,,
the replacements,alex chilton,292.0,0.9585894456437594
the replacements,alex chilton - 2008 remastered version,292.0,0.9635554619865794
the replacements,alex chilton - 2008 remaster,292.0,0.9668251861281328
the revivalists,wish i knew you,,
the rocket summer,do you feel,,
the rocket summer,break it out,,
the rocket summer,same air,,
the rolling stones,pain in my heart - live in ireland / 1965,,
the rolling stones,doom and gloom - jeff bhasker mix,293.0,0.9618412852287292
the rolling stones,charlies intro to little red rooster - live,,
the rolling stones,start me up - 2009 re-mastered digital version,294.0,0.5204939549642849
the rolling stones,im alright - live,,
the rolling stones,start me up - remastered,294.0,0.7758339687663711
the rolling stones,not fade away - live,,
the rolling stones,gimme shelter,,
the rolling stones,(i cant get no) satisfaction - mono version / remastered 2002,,
the rolling stones,sympathy for the devil - 50th anniversary edition,295.0,0.9641437530517578
the rolling stones,route 66 - live,,
the rolling stones,paint it black - (original single mono version),,
the rolling stones,start me up,294.0,0.9570310644132114
the rolling stones,start me up - remastered 2009,294.0,0.5753466799542585
the rolling stones,sympathy for the devil,295.0,0.9641437530517578
the rolling stones,doom and gloom,293.0,0.9618412852287292
the romantics,what i like about you,,
the royal,headfirst,,
the royal concept,on our way,,
the runaway club,good together,,
the rural alberta advantage,terrified,,
the scene aesthetic,such great heights,,
the scene aesthetic,love through post cards,,
the scene aesthetic,beauty in the breakdown (acoustic),,
the script,for the first time,,
the script,never seen anything quite like you,,
the script,superheroes,,
the script,breakeven,,
the secret handshake,tgif,,
the shins,bait and switch,,
the shins,name for you,,
the shins,pressed in a book,,
the shoes,time to dance,,
the sleep specialist,peaceful forest,,
the sleeping,bad religion,,
the smashing pumpkins,bullet with butterfly wings - remastered 2012,296.0,0.9697694182395936
the smashing pumpkins,bullet with butterfly wings,296.0,0.9697694182395936
the smashing pumpkins,landslide,,
the smashing pumpkins,today,,
the smashing pumpkins,cherub rock,,
the smiths,this charming man - 2011 remaster,,
the south street band,you make my dreams come true,,
the spill canvas,all over you,,
the starting line,inspired by the,,
the starting line,the best of me,,
the starting line,island,,
the sterns,supreme girl,,
the stooges,search and destroy - iggy pop mix,,
the story so far,all wrong,,
the strokes,under cover of darkness,,
the strokes,oblivius,,
the strokes,someday,,
the strokes,threat of joy,,
the strokes,reptilia,,
the struts,could have been me,,
the struts,i always knew/hotline bling - live / acoustic,,
the summer obsession,burning bridges,,
the summer obsession,death said,,
the summer set,chelsea,,
the summer set,punch-drunk love,,
the summer set,boomerang,,
the summer set,slip away,,
the summer set,wasted,,
the summer set,the boys you do (get back at you),,
the supremes,you cant hurry love,,
the temper trap,fall together,,
the temptations,my girl,,
the tender box,another lover,,
the trouble with templeton,glue,,
the unlikely candidates,follow my feet,,
the used,buried myself alive,,
the used,the taste of ink,,
the used,wake the dead,,
the vaccines,blow it up,,
the vaccines,handsome,,
the vamps,somebody to you,,
the vamps,all night,,
the vapors,turning japanese,,
the venetia fair,a lady and a tramp,,
the venetia fair,the day i set them free,,
the venetia fair,(iv) the saints of gomorrah,,
the vincent black shadow,metro,,
the vincent black shadow,stereogram,,
the vincent black shadow,dont make me so mad,,
the vincent black shadow,stupid intruders,,
the vincent black shadow,never saw it comin,,
the vincent black shadow,the house of tasteful men,,
the vincent black shadow,dig dig dig,,
the vines,in the jungle,,
the wanted,glad you came,,
the warsaw symphony orchestra,the prophecy - herr der ringe - lord of the rings,,
the weeknd,starboy,,
the weeknd,i feel it coming,,
the weeknd,cant feel my face,,
the weeknd,in the night,,
the weeknd,blinding lights,,
the weeknd,shameless,,
the weeknd,pray for me (with kendrick lamar),,
the well pennies,nothing to do,,
the white panda,cooler than latch (disclosure ft. sam smith // mike posner),,
the white panda,say no diggity (odesza // blackstreet),,
the white stripes,blue orchid,,
the white stripes,seven nation army,,
the white stripes,icky thump,,
the white stripes,fell in love with a girl,,
the white stripes,hotel yorba,,
the white tie affair,scene change,,
the white tie affair,allow me to introduce myself...mr. right,,
the white tie affair,candle (sick and tired),,
the white tie affair,you look better when im drunk,,
the white tie affair,the enemy,,
the who,pinball wizard - original album version,,
the who,magic bus - original stereo version,297.0,0.9511535763740541
the who,magic bus,297.0,0.9511535763740541
the who,wont get fooled again (full l,298.0,0.9724027514457704
the who,who are you,,
the who,wont get fooled again,298.0,0.9724027514457704
the wind and the wave,edge of seventeen,,
the wind and the wave,from the wreckage build a home,,
the wind and the wave,ignition (remix),299.0,0.9619872570037842
the wind and the wave,ignition,299.0,0.9619872570037842
the wombats,1996,,
the wombats,your body is a weapon,,
the word alive,light house,,
the world famous tony williams,blazin high (prod. by oddz n endz) feat. wale macklemore emilio rojas,,
the zolas,strange girl,,
them terribles,bullets and guns,,
theory of a deadman,affluenza,,
theory of a deadman,bad girlfriend,,
theory of a deadman,out of my head,,
there for tomorrow,a little faster,,
they might be giants,istanbul (not constantinople),,
thin lizzy,the boys are back in town,,
thin lizzy,bad reputation,,
third eye blind,ways,,
third eye blind,jumper - 1998 edit,,
third eye blind,semi-charmed life,,
third eye blind,hows it going to be,,
third eye blind,jumper,,
thirty seconds to mars,rescue me,,
this century,sound of fire,,
this century,slow dance night,,
this patch of sky,love is in beauty and chaos,,
this providence,card house dreamer,,
this providence,sand in your shoes - acoustic,,
this will destroy you,killed the lord left for the new world,,
this will destroy you,dustism,,
thomas bergersen,sky titans,,
thomas bergersen,moving mountains,,
thomas bergersen,dragon rider,,
thomas newman,wall-e,,
thomas newman,the axiom,,
thomas newman,rogue robots,,
three 6 mafia,poppin my collar - feat. project pat - explicit,,
three days grace,landmine,,
three days grace,i hate everything about you,,
thrice,the artist in the ambulance,,
thriving ivory,angels on the moon,,
thursday,counting 5-4-3-2-1,,
thurston harris,little bitty pretty one,,
tiffany,i think were alone now,,
tim mcgraw,my little girl - from the motion picture my friend flicka,,
timbiriche,tu y yo somos uno mismo,,
